country,year,sex,age,suicides,population,suicides_p100k,country_year,HDI, gdp_year,gdp_per_capita,generation
Suriname,2012,male,25-34 years,24,40412,59,Suriname2012,0.711,4980000000,10227,Millenials
Suriname,2012,male,35-54 years,37,70333,53,Suriname2012,0.711,4980000000,10227,Generation X
Suriname,2012,male,55-74 years,12,27044,44,Suriname2012,0.711,4980000000,10227,Boomers
Suriname,2012,male,15-24 years,17,49082,35,Suriname2012,0.711,4980000000,10227,Millenials
Suriname,2012,female,55-74 years,8,31542,25,Suriname2012,0.711,4980000000,10227,Boomers
Suriname,2012,female,15-24 years,9,46713,19,Suriname2012,0.711,4980000000,10227,Millenials
Suriname,2012,female,25-34 years,6,39751,15,Suriname2012,0.711,4980000000,10227,Millenials
Suriname,2012,female,35-54 years,7,69327,10,Suriname2012,0.711,4980000000,10227,Generation X
Suriname,2012,female,5-14 years,3,48244,6,Suriname2012,0.711,4980000000,10227,Generation Z
Suriname,2012,female,75+ years,0,7412,0,Suriname2012,0.711,4980000000,10227,Silent
Suriname,2012,male,5-14 years,0,51758,0,Suriname2012,0.711,4980000000,10227,Generation Z
Sweden,2012,male,75+ years,109,327050,33,Sweden2012,0.904,5.43881E+11,60776,Silent
Sweden,2012,male,55-74 years,256,1074267,24,Sweden2012,0.904,5.43881E+11,60776,Boomers
Sweden,2012,male,35-54 years,257,1279633,20,Sweden2012,0.904,5.43881E+11,60776,Generation X
Sweden,2012,male,25-34 years,113,609527,19,Sweden2012,0.904,5.43881E+11,60776,Millenials
Sweden,2012,male,15-24 years,83,635011,13,Sweden2012,0.904,5.43881E+11,60776,Millenials
Sweden,2012,female,35-54 years,140,1241491,11,Sweden2012,0.904,5.43881E+11,60776,Generation X
Sweden,2012,female,75+ years,41,480219,9,Sweden2012,0.904,5.43881E+11,60776,Silent
Sweden,2012,female,55-74 years,89,1090751,8,Sweden2012,0.904,5.43881E+11,60776,Boomers
Sweden,2012,female,15-24 years,34,602499,6,Sweden2012,0.904,5.43881E+11,60776,Millenials
Sweden,2012,female,25-34 years,27,580871,5,Sweden2012,0.904,5.43881E+11,60776,Millenials
Sweden,2012,female,5-14 years,4,499876,1,Sweden2012,0.904,5.43881E+11,60776,Generation Z
Sweden,2012,male,5-14 years,1,527714,0,Sweden2012,0.904,5.43881E+11,60776,Generation Z
Switzerland,2012,male,75+ years,129,250132,52,Switzerland2012,0.927,6.68044E+11,87951,Silent
Switzerland,2012,male,55-74 years,238,829160,29,Switzerland2012,0.927,6.68044E+11,87951,Boomers
Switzerland,2012,male,35-54 years,251,1224836,20,Switzerland2012,0.927,6.68044E+11,87951,Generation X
Switzerland,2012,male,15-24 years,65,479646,14,Switzerland2012,0.927,6.68044E+11,87951,Millenials
Switzerland,2012,male,25-34 years,66,546564,12,Switzerland2012,0.927,6.68044E+11,87951,Millenials
Switzerland,2012,female,55-74 years,102,869527,12,Switzerland2012,0.927,6.68044E+11,87951,Boomers
Switzerland,2012,female,75+ years,41,396763,10,Switzerland2012,0.927,6.68044E+11,87951,Silent
Switzerland,2012,female,35-54 years,104,1205654,9,Switzerland2012,0.927,6.68044E+11,87951,Generation X
Switzerland,2012,female,25-34 years,29,536457,5,Switzerland2012,0.927,6.68044E+11,87951,Millenials
Switzerland,2012,female,15-24 years,10,460498,2,Switzerland2012,0.927,6.68044E+11,87951,Millenials
Switzerland,2012,male,5-14 years,3,408718,1,Switzerland2012,0.927,6.68044E+11,87951,Generation Z
Switzerland,2012,female,5-14 years,0,387636,0,Switzerland2012,0.927,6.68044E+11,87951,Generation Z
Thailand,2012,male,75+ years,136,869252,16,Thailand2012,0.724,3.97558E+11,6584,Silent
Thailand,2012,male,25-34 years,721,5121552,14,Thailand2012,0.724,3.97558E+11,6584,Millenials
Thailand,2012,male,55-74 years,581,4433963,13,Thailand2012,0.724,3.97558E+11,6584,Boomers
Thailand,2012,male,35-54 years,1234,9949264,12,Thailand2012,0.724,3.97558E+11,6584,Generation X
Thailand,2012,male,15-24 years,369,4938617,7,Thailand2012,0.724,3.97558E+11,6584,Millenials
Thailand,2012,female,55-74 years,222,5145957,4,Thailand2012,0.724,3.97558E+11,6584,Boomers
Thailand,2012,female,75+ years,54,1265466,4,Thailand2012,0.724,3.97558E+11,6584,Silent
Thailand,2012,female,35-54 years,394,10521850,4,Thailand2012,0.724,3.97558E+11,6584,Generation X
Thailand,2012,female,25-34 years,162,5050719,3,Thailand2012,0.724,3.97558E+11,6584,Millenials
Thailand,2012,female,15-24 years,84,4728702,2,Thailand2012,0.724,3.97558E+11,6584,Millenials
Thailand,2012,female,5-14 years,14,4056666,0,Thailand2012,0.724,3.97558E+11,6584,Generation Z
Thailand,2012,male,5-14 years,14,4300247,0,Thailand2012,0.724,3.97558E+11,6584,Generation Z
Turkey,2012,male,75+ years,58,886919,7,Turkey2012,0.756,8.73982E+11,12671,Silent
Turkey,2012,male,35-54 years,399,9718299,4,Turkey2012,0.756,8.73982E+11,12671,Generation X
Turkey,2012,male,55-74 years,180,4532575,4,Turkey2012,0.756,8.73982E+11,12671,Boomers
Turkey,2012,male,25-34 years,227,6494243,4,Turkey2012,0.756,8.73982E+11,12671,Millenials
Turkey,2012,male,15-24 years,184,6425966,3,Turkey2012,0.756,8.73982E+11,12671,Millenials
Turkey,2012,female,75+ years,23,1325413,2,Turkey2012,0.756,8.73982E+11,12671,Silent
Turkey,2012,female,15-24 years,94,6140942,2,Turkey2012,0.756,8.73982E+11,12671,Millenials
Turkey,2012,female,25-34 years,78,6314493,1,Turkey2012,0.756,8.73982E+11,12671,Millenials
Turkey,2012,female,35-54 years,113,9539648,1,Turkey2012,0.756,8.73982E+11,12671,Generation X
Turkey,2012,female,55-74 years,55,4925454,1,Turkey2012,0.756,8.73982E+11,12671,Boomers
Turkey,2012,male,5-14 years,24,6503156,0,Turkey2012,0.756,8.73982E+11,12671,Generation Z
Turkey,2012,female,5-14 years,15,6169331,0,Turkey2012,0.756,8.73982E+11,12671,Generation Z
Turkmenistan,2012,male,35-54 years,39,584037,7,Turkmenistan2012,0.677,35164210526,7498,Generation X
Turkmenistan,2012,male,15-24 years,35,547952,6,Turkmenistan2012,0.677,35164210526,7498,Millenials
Turkmenistan,2012,male,25-34 years,23,444997,5,Turkmenistan2012,0.677,35164210526,7498,Millenials
Turkmenistan,2012,female,15-24 years,18,539169,3,Turkmenistan2012,0.677,35164210526,7498,Millenials
Turkmenistan,2012,male,75+ years,1,33321,3,Turkmenistan2012,0.677,35164210526,7498,Silent
Turkmenistan,2012,male,55-74 years,5,195269,3,Turkmenistan2012,0.677,35164210526,7498,Boomers
Turkmenistan,2012,female,25-34 years,9,449631,2,Turkmenistan2012,0.677,35164210526,7498,Millenials
Turkmenistan,2012,female,35-54 years,4,624535,1,Turkmenistan2012,0.677,35164210526,7498,Generation X
Turkmenistan,2012,female,5-14 years,2,481962,0,Turkmenistan2012,0.677,35164210526,7498,Generation Z
Turkmenistan,2012,male,5-14 years,2,493572,0,Turkmenistan2012,0.677,35164210526,7498,Generation Z
Turkmenistan,2012,female,55-74 years,0,239090,0,Turkmenistan2012,0.677,35164210526,7498,Boomers
Turkmenistan,2012,female,75+ years,0,56523,0,Turkmenistan2012,0.677,35164210526,7498,Silent
Ukraine,2012,male,75+ years,590,878262,67,Ukraine2012,0.743,1.75781E+11,4096,Silent
Ukraine,2012,male,55-74 years,1768,3880830,46,Ukraine2012,0.743,1.75781E+11,4096,Boomers
Ukraine,2012,male,35-54 years,2680,6175567,43,Ukraine2012,0.743,1.75781E+11,4096,Generation X
Ukraine,2012,male,25-34 years,1450,3692383,39,Ukraine2012,0.743,1.75781E+11,4096,Millenials
Ukraine,2012,male,15-24 years,838,2960881,28,Ukraine2012,0.743,1.75781E+11,4096,Millenials
Ukraine,2012,female,75+ years,347,2131156,16,Ukraine2012,0.743,1.75781E+11,4096,Silent
Ukraine,2012,female,55-74 years,524,5852504,9,Ukraine2012,0.743,1.75781E+11,4096,Boomers
Ukraine,2012,female,35-54 years,494,6837697,7,Ukraine2012,0.743,1.75781E+11,4096,Generation X
Ukraine,2012,female,25-34 years,186,3607893,5,Ukraine2012,0.743,1.75781E+11,4096,Millenials
Ukraine,2012,female,15-24 years,126,2819749,4,Ukraine2012,0.743,1.75781E+11,4096,Millenials
Ukraine,2012,male,5-14 years,35,2094456,2,Ukraine2012,0.743,1.75781E+11,4096,Generation Z
Ukraine,2012,female,5-14 years,20,1984557,1,Ukraine2012,0.743,1.75781E+11,4096,Generation Z
United Kingdom,2012,male,35-54 years,1587,8673006,18,United Kingdom2012,0.901,2.66209E+12,44585,Generation X
United Kingdom,2012,male,25-34 years,597,4261254,14,United Kingdom2012,0.901,2.66209E+12,44585,Millenials
United Kingdom,2012,male,55-74 years,739,6392214,12,United Kingdom2012,0.901,2.66209E+12,44585,Boomers
United Kingdom,2012,male,75+ years,215,2043034,11,United Kingdom2012,0.901,2.66209E+12,44585,Silent
United Kingdom,2012,male,15-24 years,364,4204765,9,United Kingdom2012,0.901,2.66209E+12,44585,Millenials
United Kingdom,2012,female,35-54 years,403,8852151,5,United Kingdom2012,0.901,2.66209E+12,44585,Generation X
United Kingdom,2012,female,25-34 years,153,4296499,4,United Kingdom2012,0.901,2.66209E+12,44585,Millenials
United Kingdom,2012,female,55-74 years,211,6737405,3,United Kingdom2012,0.901,2.66209E+12,44585,Boomers
United Kingdom,2012,female,75+ years,93,2976921,3,United Kingdom2012,0.901,2.66209E+12,44585,Silent
United Kingdom,2012,female,15-24 years,70,4054017,2,United Kingdom2012,0.901,2.66209E+12,44585,Millenials
United Kingdom,2012,male,5-14 years,10,3695552,0,United Kingdom2012,0.901,2.66209E+12,44585,Generation Z
United Kingdom,2012,female,5-14 years,2,3521812,0,United Kingdom2012,0.901,2.66209E+12,44585,Generation Z
United States,2012,male,75+ years,2853,7633574,37,United States2012,0.912,1.61553E+13,55170,Silent
United States,2012,male,35-54 years,11763,42326226,28,United States2012,0.912,1.61553E+13,55170,Generation X
United States,2012,male,55-74 years,8032,29473157,27,United States2012,0.912,1.61553E+13,55170,Boomers
United States,2012,male,25-34 years,4985,21028158,24,United States2012,0.912,1.61553E+13,55170,Millenials
United States,2012,male,15-24 years,3918,22713083,17,United States2012,0.912,1.61553E+13,55170,Millenials
United States,2012,female,35-54 years,3857,42238495,9,United States2012,0.912,1.61553E+13,55170,Generation X
United States,2012,female,55-74 years,2264,32244829,7,United States2012,0.912,1.61553E+13,55170,Boomers
United States,2012,female,25-34 years,1231,20667924,6,United States2012,0.912,1.61553E+13,55170,Millenials
United States,2012,female,15-24 years,954,21653970,4,United States2012,0.912,1.61553E+13,55170,Millenials
United States,2012,female,75+ years,428,11375645,4,United States2012,0.912,1.61553E+13,55170,Silent
United States,2012,male,5-14 years,226,21198150,1,United States2012,0.912,1.61553E+13,55170,Generation Z
United States,2012,female,5-14 years,85,20273917,0,United States2012,0.912,1.61553E+13,55170,Generation Z
Uruguay,2012,male,75+ years,65,78821,82,Uruguay2012,0.788,51264390116,16264,Silent
Uruguay,2012,male,55-74 years,112,263508,43,Uruguay2012,0.788,51264390116,16264,Boomers
Uruguay,2012,male,35-54 years,144,413990,35,Uruguay2012,0.788,51264390116,16264,Generation X
Uruguay,2012,male,25-34 years,72,234961,31,Uruguay2012,0.788,51264390116,16264,Millenials
Uruguay,2012,male,15-24 years,81,264743,31,Uruguay2012,0.788,51264390116,16264,Millenials
Uruguay,2012,female,55-74 years,36,314226,11,Uruguay2012,0.788,51264390116,16264,Boomers
Uruguay,2012,female,35-54 years,44,433744,10,Uruguay2012,0.788,51264390116,16264,Generation X
Uruguay,2012,female,75+ years,14,155392,9,Uruguay2012,0.788,51264390116,16264,Silent
Uruguay,2012,female,25-34 years,16,232940,7,Uruguay2012,0.788,51264390116,16264,Millenials
Uruguay,2012,female,15-24 years,12,255688,5,Uruguay2012,0.788,51264390116,16264,Millenials
Uruguay,2012,male,5-14 years,2,257123,1,Uruguay2012,0.788,51264390116,16264,Generation Z
Uruguay,2012,female,5-14 years,1,246803,0,Uruguay2012,0.788,51264390116,16264,Generation Z
Uzbekistan,2012,male,35-54 years,404,3273281,12,Uzbekistan2012,0.668,51821573338,1964,Generation X
Uzbekistan,2012,male,55-74 years,133,1141487,12,Uzbekistan2012,0.668,51821573338,1964,Boomers
Uzbekistan,2012,male,25-34 years,290,2548472,11,Uzbekistan2012,0.668,51821573338,1964,Millenials
Uzbekistan,2012,female,15-24 years,333,3072826,11,Uzbekistan2012,0.668,51821573338,1964,Millenials
Uzbekistan,2012,male,15-24 years,311,3199204,10,Uzbekistan2012,0.668,51821573338,1964,Millenials
Uzbekistan,2012,male,75+ years,15,213713,7,Uzbekistan2012,0.668,51821573338,1964,Silent
Uzbekistan,2012,female,25-34 years,148,2556673,6,Uzbekistan2012,0.668,51821573338,1964,Millenials
Uzbekistan,2012,female,35-54 years,89,3474788,3,Uzbekistan2012,0.668,51821573338,1964,Generation X
Uzbekistan,2012,male,5-14 years,67,2701361,2,Uzbekistan2012,0.668,51821573338,1964,Generation Z
Uzbekistan,2012,female,55-74 years,25,1283060,2,Uzbekistan2012,0.668,51821573338,1964,Boomers
Uzbekistan,2012,female,75+ years,4,338557,1,Uzbekistan2012,0.668,51821573338,1964,Silent
Uzbekistan,2012,female,5-14 years,16,2578408,1,Uzbekistan2012,0.668,51821573338,1964,Generation Z
Antigua and Barbuda,2013,female,15-24 years,0,8494,0,Antigua and Barbuda2013,0.781,1192925407,13287,Millenials
Antigua and Barbuda,2013,female,25-34 years,0,7397,0,Antigua and Barbuda2013,0.781,1192925407,13287,Millenials
Antigua and Barbuda,2013,female,35-54 years,0,15236,0,Antigua and Barbuda2013,0.781,1192925407,13287,Generation X
Antigua and Barbuda,2013,female,5-14 years,0,8353,0,Antigua and Barbuda2013,0.781,1192925407,13287,Generation Z
Antigua and Barbuda,2013,female,55-74 years,0,5787,0,Antigua and Barbuda2013,0.781,1192925407,13287,Boomers
Antigua and Barbuda,2013,female,75+ years,0,1652,0,Antigua and Barbuda2013,0.781,1192925407,13287,Silent
Antigua and Barbuda,2013,male,15-24 years,0,8061,0,Antigua and Barbuda2013,0.781,1192925407,13287,Millenials
Antigua and Barbuda,2013,male,25-34 years,0,6782,0,Antigua and Barbuda2013,0.781,1192925407,13287,Millenials
Antigua and Barbuda,2013,male,35-54 years,0,13302,0,Antigua and Barbuda2013,0.781,1192925407,13287,Generation X
Antigua and Barbuda,2013,male,5-14 years,0,8405,0,Antigua and Barbuda2013,0.781,1192925407,13287,Generation Z
Antigua and Barbuda,2013,male,55-74 years,0,5238,0,Antigua and Barbuda2013,0.781,1192925407,13287,Boomers
Antigua and Barbuda,2013,male,75+ years,0,1072,0,Antigua and Barbuda2013,0.781,1192925407,13287,Silent
Argentina,2013,male,75+ years,168,699046,24,Argentina2013,0.833,5.52025E+11,14206,Silent
Argentina,2013,male,15-24 years,696,3486661,20,Argentina2013,0.833,5.52025E+11,14206,Millenials
Argentina,2013,male,25-34 years,499,3271373,15,Argentina2013,0.833,5.52025E+11,14206,Millenials
Argentina,2013,male,55-74 years,398,2894129,14,Argentina2013,0.833,5.52025E+11,14206,Boomers
Argentina,2013,male,35-54 years,604,4950850,12,Argentina2013,0.833,5.52025E+11,14206,Generation X
Argentina,2013,female,15-24 years,167,3384642,5,Argentina2013,0.833,5.52025E+11,14206,Millenials
Argentina,2013,female,25-34 years,102,3226464,3,Argentina2013,0.833,5.52025E+11,14206,Millenials
Argentina,2013,female,35-54 years,157,5099167,3,Argentina2013,0.833,5.52025E+11,14206,Generation X
Argentina,2013,female,55-74 years,102,3390673,3,Argentina2013,0.833,5.52025E+11,14206,Boomers
Argentina,2013,female,75+ years,29,1303352,2,Argentina2013,0.833,5.52025E+11,14206,Silent
Argentina,2013,female,5-14 years,32,3515742,1,Argentina2013,0.833,5.52025E+11,14206,Generation Z
Argentina,2013,male,5-14 years,33,3637026,1,Argentina2013,0.833,5.52025E+11,14206,Generation Z
Armenia,2013,male,75+ years,7,58640,12,Armenia2013,0.731,11121465767,3957,Silent
Armenia,2013,female,75+ years,6,95093,6,Armenia2013,0.731,11121465767,3957,Silent
Armenia,2013,male,55-74 years,11,218063,5,Armenia2013,0.731,11121465767,3957,Boomers
Armenia,2013,female,55-74 years,11,280566,4,Armenia2013,0.731,11121465767,3957,Boomers
Armenia,2013,male,25-34 years,9,250487,4,Armenia2013,0.731,11121465767,3957,Millenials
Armenia,2013,male,35-54 years,13,370440,4,Armenia2013,0.731,11121465767,3957,Generation X
Armenia,2013,female,35-54 years,6,423841,1,Armenia2013,0.731,11121465767,3957,Generation X
Armenia,2013,male,15-24 years,2,243687,1,Armenia2013,0.731,11121465767,3957,Millenials
Armenia,2013,male,5-14 years,1,193754,1,Armenia2013,0.731,11121465767,3957,Generation Z
Armenia,2013,female,15-24 years,1,242386,0,Armenia2013,0.731,11121465767,3957,Millenials
Armenia,2013,female,25-34 years,0,265616,0,Armenia2013,0.731,11121465767,3957,Millenials
Armenia,2013,female,5-14 years,0,168091,0,Armenia2013,0.731,11121465767,3957,Generation Z
Australia,2013,male,75+ years,160,627275,26,Australia2013,0.933,1.5737E+12,72856,Silent
Australia,2013,male,35-54 years,754,3118829,24,Australia2013,0.933,1.5737E+12,72856,Generation X
Australia,2013,male,25-34 years,329,1702401,19,Australia2013,0.933,1.5737E+12,72856,Millenials
Australia,2013,male,55-74 years,418,2221866,19,Australia2013,0.933,1.5737E+12,72856,Boomers
Australia,2013,male,15-24 years,267,1591539,17,Australia2013,0.933,1.5737E+12,72856,Millenials
Australia,2013,female,35-54 years,275,3171477,9,Australia2013,0.933,1.5737E+12,72856,Generation X
Australia,2013,female,55-74 years,145,2276104,6,Australia2013,0.933,1.5737E+12,72856,Boomers
Australia,2013,female,15-24 years,95,1512779,6,Australia2013,0.933,1.5737E+12,72856,Millenials
Australia,2013,female,25-34 years,95,1676648,6,Australia2013,0.933,1.5737E+12,72856,Millenials
Australia,2013,female,75+ years,48,847577,6,Australia2013,0.933,1.5737E+12,72856,Silent
Australia,2013,male,5-14 years,16,1464302,1,Australia2013,0.933,1.5737E+12,72856,Generation Z
Australia,2013,female,5-14 years,6,1389383,0,Australia2013,0.933,1.5737E+12,72856,Generation Z
Austria,2013,male,75+ years,221,255540,86,Austria2013,0.884,4.30069E+11,53229,Silent
Austria,2013,male,55-74 years,299,893602,33,Austria2013,0.884,4.30069E+11,53229,Boomers
Austria,2013,male,35-54 years,317,1282009,25,Austria2013,0.884,4.30069E+11,53229,Generation X
Austria,2013,female,75+ years,64,431074,15,Austria2013,0.884,4.30069E+11,53229,Silent
Austria,2013,male,25-34 years,75,563630,13,Austria2013,0.884,4.30069E+11,53229,Millenials
Austria,2013,female,55-74 years,118,981829,12,Austria2013,0.884,4.30069E+11,53229,Boomers
Austria,2013,male,15-24 years,54,518852,10,Austria2013,0.884,4.30069E+11,53229,Millenials
Austria,2013,female,35-54 years,94,1279480,7,Austria2013,0.884,4.30069E+11,53229,Generation X
Austria,2013,female,25-34 years,25,556475,4,Austria2013,0.884,4.30069E+11,53229,Millenials
Austria,2013,female,15-24 years,20,496526,4,Austria2013,0.884,4.30069E+11,53229,Millenials
Austria,2013,female,5-14 years,3,400256,1,Austria2013,0.884,4.30069E+11,53229,Generation Z
Austria,2013,male,5-14 years,1,420342,0,Austria2013,0.884,4.30069E+11,53229,Generation Z
Bahamas,2013,male,55-74 years,2,24298,8,Bahamas2013,0.786,10627600000,30455,Boomers
Bahamas,2013,male,35-54 years,2,51912,4,Bahamas2013,0.786,10627600000,30455,Generation X
Bahamas,2013,female,35-54 years,1,54567,2,Bahamas2013,0.786,10627600000,30455,Generation X
Bahamas,2013,female,15-24 years,0,32613,0,Bahamas2013,0.786,10627600000,30455,Millenials
Bahamas,2013,female,25-34 years,0,30751,0,Bahamas2013,0.786,10627600000,30455,Millenials
Bahamas,2013,female,5-14 years,0,25435,0,Bahamas2013,0.786,10627600000,30455,Generation Z
Bahamas,2013,female,55-74 years,0,28689,0,Bahamas2013,0.786,10627600000,30455,Boomers
Bahamas,2013,female,75+ years,0,6828,0,Bahamas2013,0.786,10627600000,30455,Silent
Bahamas,2013,male,15-24 years,0,32971,0,Bahamas2013,0.786,10627600000,30455,Millenials
Bahamas,2013,male,25-34 years,0,30545,0,Bahamas2013,0.786,10627600000,30455,Millenials
Bahamas,2013,male,5-14 years,0,26496,0,Bahamas2013,0.786,10627600000,30455,Generation Z
Bahamas,2013,male,75+ years,0,3854,0,Bahamas2013,0.786,10627600000,30455,Silent
Bahrain,2013,male,15-24 years,1,110064,1,Bahrain2013,0.821,32539547872,26793,Millenials
Bahrain,2013,male,25-34 years,2,237632,1,Bahrain2013,0.821,32539547872,26793,Millenials
Bahrain,2013,male,35-54 years,2,269162,1,Bahrain2013,0.821,32539547872,26793,Generation X
Bahrain,2013,female,15-24 years,0,80476,0,Bahrain2013,0.821,32539547872,26793,Millenials
Bahrain,2013,female,25-34 years,0,112513,0,Bahrain2013,0.821,32539547872,26793,Millenials
Bahrain,2013,female,35-54 years,0,139352,0,Bahrain2013,0.821,32539547872,26793,Generation X
Bahrain,2013,female,5-14 years,0,82726,0,Bahrain2013,0.821,32539547872,26793,Generation Z
Bahrain,2013,female,55-74 years,0,33780,0,Bahrain2013,0.821,32539547872,26793,Boomers
Bahrain,2013,female,75+ years,0,4859,0,Bahrain2013,0.821,32539547872,26793,Silent
Bahrain,2013,male,5-14 years,0,86269,0,Bahrain2013,0.821,32539547872,26793,Generation Z
Bahrain,2013,male,55-74 years,0,53308,0,Bahrain2013,0.821,32539547872,26793,Boomers
Bahrain,2013,male,75+ years,0,4351,0,Bahrain2013,0.821,32539547872,26793,Silent
Barbados,2013,female,15-24 years,0,18473,0,Barbados2013,0.785,4612500000,17395,Millenials
Barbados,2013,female,25-34 years,0,19336,0,Barbados2013,0.785,4612500000,17395,Millenials
Barbados,2013,female,35-54 years,0,42518,0,Barbados2013,0.785,4612500000,17395,Generation X
Barbados,2013,female,5-14 years,0,18384,0,Barbados2013,0.785,4612500000,17395,Generation Z
Barbados,2013,female,55-74 years,0,29474,0,Barbados2013,0.785,4612500000,17395,Boomers
Barbados,2013,female,75+ years,0,10306,0,Barbados2013,0.785,4612500000,17395,Silent
Barbados,2013,male,15-24 years,0,18497,0,Barbados2013,0.785,4612500000,17395,Millenials
Barbados,2013,male,25-34 years,0,18365,0,Barbados2013,0.785,4612500000,17395,Millenials
Barbados,2013,male,35-54 years,0,38728,0,Barbados2013,0.785,4612500000,17395,Generation X
Barbados,2013,male,5-14 years,0,19376,0,Barbados2013,0.785,4612500000,17395,Generation Z
Barbados,2013,male,55-74 years,0,25209,0,Barbados2013,0.785,4612500000,17395,Boomers
Barbados,2013,male,75+ years,0,6499,0,Barbados2013,0.785,4612500000,17395,Silent
Belarus,2013,male,75+ years,125,169369,74,Belarus2013,0.796,75527984234,8477,Silent
Belarus,2013,male,55-74 years,376,786132,48,Belarus2013,0.796,75527984234,8477,Boomers
Belarus,2013,male,35-54 years,609,1316641,46,Belarus2013,0.796,75527984234,8477,Generation X
Belarus,2013,male,25-34 years,308,759582,41,Belarus2013,0.796,75527984234,8477,Millenials
Belarus,2013,male,15-24 years,145,609560,24,Belarus2013,0.796,75527984234,8477,Millenials
Belarus,2013,female,75+ years,65,464748,14,Belarus2013,0.796,75527984234,8477,Silent
Belarus,2013,female,35-54 years,111,1438609,8,Belarus2013,0.796,75527984234,8477,Generation X
Belarus,2013,female,55-74 years,87,1130796,8,Belarus2013,0.796,75527984234,8477,Boomers
Belarus,2013,female,25-34 years,45,739769,6,Belarus2013,0.796,75527984234,8477,Millenials
Belarus,2013,female,15-24 years,25,576270,4,Belarus2013,0.796,75527984234,8477,Millenials
Belarus,2013,male,5-14 years,5,471922,1,Belarus2013,0.796,75527984234,8477,Generation Z
Belarus,2013,female,5-14 years,1,446842,0,Belarus2013,0.796,75527984234,8477,Generation Z
Belgium,2013,male,75+ years,183,378864,48,Belgium2013,0.888,5.20925E+11,49489,Silent
Belgium,2013,male,35-54 years,570,1582723,36,Belgium2013,0.888,5.20925E+11,49489,Generation X
Belgium,2013,male,55-74 years,357,1155511,31,Belgium2013,0.888,5.20925E+11,49489,Boomers
Belgium,2013,male,25-34 years,159,728918,22,Belgium2013,0.888,5.20925E+11,49489,Millenials
Belgium,2013,female,35-54 years,215,1546111,14,Belgium2013,0.888,5.20925E+11,49489,Generation X
Belgium,2013,female,55-74 years,168,1221439,14,Belgium2013,0.888,5.20925E+11,49489,Boomers
Belgium,2013,male,15-24 years,91,679018,13,Belgium2013,0.888,5.20925E+11,49489,Millenials
Belgium,2013,female,75+ years,73,605856,12,Belgium2013,0.888,5.20925E+11,49489,Silent
Belgium,2013,female,25-34 years,47,721787,7,Belgium2013,0.888,5.20925E+11,49489,Millenials
Belgium,2013,female,15-24 years,27,656675,4,Belgium2013,0.888,5.20925E+11,49489,Millenials
Belgium,2013,male,5-14 years,3,638399,0,Belgium2013,0.888,5.20925E+11,49489,Generation Z
Belgium,2013,female,5-14 years,2,610848,0,Belgium2013,0.888,5.20925E+11,49489,Generation Z
Belize,2013,male,35-54 years,7,35782,20,Belize2013,0.715,1612573850,5272,Generation X
Belize,2013,male,25-34 years,4,26847,15,Belize2013,0.715,1612573850,5272,Millenials
Belize,2013,male,15-24 years,4,35340,11,Belize2013,0.715,1612573850,5272,Millenials
Belize,2013,male,55-74 years,1,12803,8,Belize2013,0.715,1612573850,5272,Boomers
Belize,2013,female,15-24 years,1,35551,3,Belize2013,0.715,1612573850,5272,Millenials
Belize,2013,female,25-34 years,0,28278,0,Belize2013,0.715,1612573850,5272,Millenials
Belize,2013,female,35-54 years,0,36553,0,Belize2013,0.715,1612573850,5272,Generation X
Belize,2013,female,5-14 years,0,38558,0,Belize2013,0.715,1612573850,5272,Generation Z
Belize,2013,female,55-74 years,0,12179,0,Belize2013,0.715,1612573850,5272,Boomers
Belize,2013,female,75+ years,0,2451,0,Belize2013,0.715,1612573850,5272,Silent
Belize,2013,male,5-14 years,0,39211,0,Belize2013,0.715,1612573850,5272,Generation Z
Belize,2013,male,75+ years,0,2335,0,Belize2013,0.715,1612573850,5272,Silent
Brazil,2013,male,75+ years,370,2240434,17,Brazil2013,0.752,2.47281E+12,13191,Silent
Brazil,2013,male,55-74 years,1474,12036068,12,Brazil2013,0.752,2.47281E+12,13191,Boomers
Brazil,2013,male,35-54 years,3053,25965164,12,Brazil2013,0.752,2.47281E+12,13191,Generation X
Brazil,2013,male,25-34 years,2004,17534209,11,Brazil2013,0.752,2.47281E+12,13191,Millenials
Brazil,2013,male,15-24 years,1317,17627508,7,Brazil2013,0.752,2.47281E+12,13191,Millenials
Brazil,2013,female,35-54 years,897,27475364,3,Brazil2013,0.752,2.47281E+12,13191,Generation X
Brazil,2013,female,55-74 years,433,14022927,3,Brazil2013,0.752,2.47281E+12,13191,Boomers
Brazil,2013,female,75+ years,88,3462431,3,Brazil2013,0.752,2.47281E+12,13191,Silent
Brazil,2013,female,25-34 years,393,17492228,2,Brazil2013,0.752,2.47281E+12,13191,Millenials
Brazil,2013,female,15-24 years,362,17123318,2,Brazil2013,0.752,2.47281E+12,13191,Millenials
Brazil,2013,male,5-14 years,72,16555477,0,Brazil2013,0.752,2.47281E+12,13191,Generation Z
Brazil,2013,female,5-14 years,50,15923724,0,Brazil2013,0.752,2.47281E+12,13191,Generation Z
Bulgaria,2013,male,75+ years,113,228209,50,Bulgaria2013,0.779,55758754072,8057,Silent
Bulgaria,2013,male,55-74 years,207,831118,25,Bulgaria2013,0.779,55758754072,8057,Boomers
Bulgaria,2013,male,35-54 years,164,1052928,16,Bulgaria2013,0.779,55758754072,8057,Generation X
